molecule,n_receptors,group_size,SMILES,InChIKey,Odors,tags,n_tags
SML0605,2,1,C(C(=O)C(=O)O)O,HHDDCCUIIUWNGJ-UHFFFAOYSA-N,"burnt, buttery, creamy, cabbage, radish, sour","frozenset({'cabbage', 'burnt', 'creamy', 'buttery', 'radish', 'sour'})",6
SML0606,20,1,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]4[C@@H]([C@H](O3)CO)OP(=O)(O4)O)N,KMYWVDDIPVNLME-KQYNXXCUSA-N,,frozenset(),0
SML0607,12,1,CC(C1CCCC(C1)(C)C)OC(C)(C)COC(=O)C2CC2,BZLYOWSSNHNYKW-UHFFFAOYSA-N,musk,frozenset({'musk'}),1
SML0609,5,1,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=O)CC[C@]34CO,XGUHPTGEXRHMQQ-BGJMDTOESA-N,,frozenset(),0
SML0610,9,1,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,RAJWOBJTTGJROA-WZNAKSSCSA-N,,frozenset(),0
SML0612,5,1,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O)O)O)O)O,PZDOWFGHCNHPQD-OQPGPFOOSA-N,,frozenset(),0
SML0613,30,1,C1C[C@H](N(C1)C(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)N)C(=O)NCC(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CO)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CC5=CC=CC=C5)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,QXZGBUJJYSLZLT-FDISYFBBSA-N,,frozenset(),0
SML0614,10,1,CC1=CNC(=O)N1,MCSCIFLXNFLCDV-UHFFFAOYSA-N,,frozenset(),0
SML0615,7,1,C1=CC(=CC=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O,XVFMGWDSJLBXDZ-UHFFFAOYSA-O,,frozenset(),0
SML0618,7,1,C(=O)(N)N,XSQUKJJJFZCRTK-UHFFFAOYSA-N,,frozenset(),0
SML0619,25,1,C1=C(NC=N1)C[C@@H](CO)N,ZQISRDCJNBUVMM-YFKPBYRVSA-N,,frozenset(),0
SML0620,51,1,C12=C(NC(=NC1=O)N)NC(=O)N2,CLGFIVUFZRGQRP-UHFFFAOYSA-N,,frozenset(),0
SML0623,7,1,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O,PROQIPRRNZUXQM-ZXXIGWHRSA-N,,frozenset(),0
SML0624,26,1,COC1=C(C=CC(=C1)CCC(=O)CC(=O)CCC2=CC(=C(C=C2)O)OC)O,LBTVHXHERHESKG-UHFFFAOYSA-N,,frozenset(),0
SML0628,8,1,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,AEMFNILZOJDQLW-QAGGRKNESA-N,,frozenset(),0
SML0631,3,1,C1=C(N(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)O,FKCRAVPPBFWEJD-XVFCMESISA-N,,frozenset(),0
SML0634,7,1,CCCCCC1C(O1)C/C=C\CCCCCCCC(=O)O,CCPPLLJZDQAOHD-FLIBITNWSA-N,,frozenset(),0
SML0635,38,1,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,SHGAZHPCJJPHSC-XFYACQKRSA-N,,frozenset(),0
SML0636,11,1,CC(=O)NC(CC1=CC(=C(C=C1)O)OC)C(=O)O,UKDKTHYZLXZOSS-UHFFFAOYSA-N,,frozenset(),0
SML0638,12,1,CC(=O)NCCCNCCCCN,MQTAVJHICJWXBR-UHFFFAOYSA-N,,frozenset(),0
SML0640,6,1,C(CCN=C(N)N)C[C@@H](C(=O)O)N,QUOGESRFPZDMMT-YFKPBYRVSA-N,,frozenset(),0
SML0641,10,1,CC(=O)NCCCCNCCCN,FONIWJIDLJEJTL-UHFFFAOYSA-N,,frozenset(),0
SML0644,4,1,CN(C)C(=NCCC[C@@H](C(=O)O)N)N,YDGMGEXADBMOMJ-LURJTMIESA-N,,frozenset(),0
SML0647,5,1,CC(=O)NCCCCN,KLZGKIDSEJWEDW-UHFFFAOYSA-N,,frozenset(),0
SML0648,10,1,C1CSSC1CCCCC(=O)N,FCCDDURTIIUXBY-UHFFFAOYSA-N,,frozenset(),0
SML0649,9,1,C1=C(NC=N1)CCN,NTYJJOPFIAHURM-UHFFFAOYSA-N,,frozenset(),0
SML0651,9,1,COC1=C(C=CC(=C1)C(CN)O)O,YNYAYWLBAHXHLL-UHFFFAOYSA-N,,frozenset(),0
SML0652,12,1,CC1=C(C=C2C(=C1[N+](=O)[O-])C(CC2(C)C)(C)C)[N+](=O)[O-],UHWURQRPEIFIAK-UHFFFAOYSA-N,"sweet, dry, powdery, musk","frozenset({'powdery', 'musk', 'dry', 'sweet'})",4
SML0653,8,1,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],SUAUILGSCPYJCS-UHFFFAOYSA-N,"floral, musk, sweet, musty","frozenset({'floral', 'musty', 'musk', 'sweet'})",4
SML0654,15,1,CCC(=O)OCC(C)(C)CC1=C(CCC1C(=C)C)C,RWSDULKUTPNPMB-UHFFFAOYSA-N,"sweet, animal, musk","frozenset({'musk', 'sweet', 'animal'})",3
SML0656,9,1,CC(C)/C=C(\C)/C(C)OC(C)(C)COC(=O)C1CC1,ZYIJXTQXQNXPSH-FMIVXFBMSA-N,,frozenset(),0
SML0657,119,1,CC1C(C2=C(C1(C)C)C=C(C(=C2)C)C(=O)C)(C)C,VDBHOHJWUDKDRW-UHFFFAOYSA-N,"sweet, dry, fruity, amber, powdery, musk","frozenset({'amber', 'dry', 'sweet', 'powdery', 'musk', 'fruity'})",6
SML0658,129,1,CC1C(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)C(C)C,IMRYETFJNLKUHK-UHFFFAOYSA-N,"dry, sweet, herbal, amber, creamy, musk","frozenset({'amber', 'dry', 'sweet', 'musk', 'creamy', 'herbal'})",6
SML0660,87,1,CC(=C)C(=O)O[C@H]1C[C@]23[C@H](O2)CC/C(=C/[C@@H]4[C@@H]1C(=C)C(=O)O4)/CO[C@H]3O,ZGXVZQZFVYSUDU-ULYHCOEVSA-N,,frozenset(),0
SML0663,20,1,C1CCCCC(=O)OCCCCCOCCCC1,MKEIDVFLAWJKMY-UHFFFAOYSA-N,"sweet, animal, oily, amber, musk","frozenset({'amber', 'oily', 'sweet', 'musk', 'animal'})",5
SML0666,33,1,C1CCCCCC(=O)OCCOC(=O)CCCC1,GJJSUPSPZIZYPM-UHFFFAOYSA-N,"sweet, animal, clean, musk, waxy","frozenset({'sweet', 'waxy', 'clean', 'musk', 'animal'})",5
SML0669,5,1,C1CCC/C=C\CCCCCCOC(=O)CCC1,QILMAYXCYBTEDM-IWQZZHSRSA-N,"fruity, musk, warm, sweet, fatty, waxy","frozenset({'warm', 'fatty', 'sweet', 'waxy', 'musk', 'fruity'})",6
SML0672,13,1,CCCCCCC1C(CCC1=O)C(=O)OC,IPWBXORAIBJDDQ-UHFFFAOYSA-N,"floral, herbal, oily, fresh, green, jasmine","frozenset({'oily', 'green', 'herbal', 'floral', 'jasmine', 'fresh'})",6
SML0673,7,1,CC(C)(CCCC(=C)C=C)O,DUNCVNHORHNONW-UHFFFAOYSA-N,"floral, woody, lavender, fresh, citrus","frozenset({'citrus', 'woody', 'floral', 'fresh', 'lavender'})",5
SML0675,9,1,CC1CCC(C(C1)C)C2=CC=CC=N2,FUNYLZYOEJSMTO-UHFFFAOYSA-N,,frozenset(),0
SML0676,23,1,CC(CCCC1=CC=CC=C1)CO,DRTBYQJIHFSKDT-UHFFFAOYSA-N,,frozenset(),0
SML0677,19,1,CC(=O)CCC1=CC=CC=C1,AKGGYBADQZYZPD-UHFFFAOYSA-N,"floral, fresh, green, jasmine, balsamic","frozenset({'green', 'floral', 'jasmine', 'balsamic', 'fresh'})",5
SML0681,9,1,CC(C)(C)C(=O)OCCC1=CC=CC=C1,DPVYDTACPLLHCF-UHFFFAOYSA-N,"rose, spicy, floral, geranium","frozenset({'floral', 'spicy', 'rose', 'geranium'})",4
SML0682,39,1,CC(=O)C1=CC=CC2=CC=CC=C21,QQLIGMASAVJVON-UHFFFAOYSA-N,"orange, sweet, floral, powdery, orangeflower","frozenset({'sweet', 'orange', 'orangeflower', 'floral', 'powdery'})",5
SML0683,27,1,CC(CCC1=CC=CC=C1)CCO,OXYRENDGHPGWKV-UHFFFAOYSA-N,"floral, rose, honey, fresh, muguet, green, geranium, lily, tropical","frozenset({'geranium', 'tropical', 'muguet', 'green', 'honey', 'rose', 'lily', 'floral', 'fresh'})",9
SML0687,14,1,CCCCCCC1CCCC(=O)O1,YZRXRLLRSPQHDK-UHFFFAOYSA-N,"creamy, fatty, peach, fruity, coconut, waxy","frozenset({'fatty', 'peach', 'coconut', 'waxy', 'creamy', 'fruity'})",6
SML0691,9,1,CC/C(=C/CCC(C)(C=C)O)/C,KRLBLPBPZSSIGH-CSKARUKUSA-N,"floral, herbal, lavender, fresh, green, bergamot","frozenset({'bergamot', 'green', 'herbal', 'floral', 'fresh', 'lavender'})",6
SML0692,18,1,CC(C)OCCC1=CC=CC=C1,FMPXLXBVYDFXIC-UHFFFAOYSA-N,"metallic, spicy, rose, green","frozenset({'metallic', 'spicy', 'green', 'rose'})",4
SML0693,9,1,CC(CCC=C(C)C)CC#N,MTDAKBBUYMYKAR-UHFFFAOYSA-N,"metallic, floral, fresh, lemon, citrus, waxy","frozenset({'metallic', 'citrus', 'lemon', 'waxy', 'floral', 'fresh'})",6
SML0695,7,1,CC(C)C(=O)OCC1=CC=CC=C1,UIKJRDSCEYGECG-UHFFFAOYSA-N,"floral, fruity, sweet, juicy, rose, oily, powdery, jasmine, tropical, woody","frozenset({'jasmine', 'oily', 'juicy', 'sweet', 'tropical', 'powdery', 'rose', 'woody', 'floral', 'fruity'})",10
SML0696,10,1,CC(C)CC(=O)OCCC1=CC=CC=C1,JIMGVOCOYZFDKB-UHFFFAOYSA-N,"balsamic, fruity, rose, sweet, ripe, floral, pineapple, apricot, apple, peach","frozenset({'sweet', 'peach', 'apricot', 'rose', 'apple', 'ripe', 'floral', 'fruity', 'pineapple', 'balsamic'})",10
SML0697,10,1,C=CCCCCCCO,WXPWPYISTQCNDP-UHFFFAOYSA-N,,frozenset(),0
SML0698,36,1,CC/C=C/CC1=C(C(=O)CC1)C,GVONPEQEUQYVNH-SNAWJCMRSA-N,"herbal, jasmine, sweet, spicy, fatty, floral, fruity, creamy, waxy, lactonic","frozenset({'fatty', 'spicy', 'sweet', 'lactonic', 'fruity', 'creamy', 'waxy', 'herbal', 'floral', 'jasmine'})",10
SML0699,8,1,C=CCCCCCCCCO,QGFSQVPRCWJZQK-UHFFFAOYSA-N,"aldehydic, fresh, rose, waxy, clean","frozenset({'aldehydic', 'waxy', 'clean', 'rose', 'fresh'})",5
SML0700,21,1,CCOC(=O)C1=CC=C(C=C1)OC,FHUODBDRWMIBQP-UHFFFAOYSA-N,"anisic, floral, sweet, spicy, fruity, powdery, cherry","frozenset({'spicy', 'anisic', 'sweet', 'powdery', 'cherry', 'floral', 'fruity'})",7
SML0701,42,1,CC(=CCC/C(=C/CCC(C)(C=C)OC(=O)C)/C)C,PRNJXUQTUSFYLV-NTCAYCPXSA-N,"sweet, floral, fresh, woody, citrus, waxy","frozenset({'sweet', 'citrus', 'waxy', 'woody', 'floral', 'fresh'})",6
SML0702,9,1,CC(C)(CCC1=CC=CC=C1)O,YXVSKJDFNJFXAJ-UHFFFAOYSA-N,"floral, green, herbal, sweet, clean, rose, violet, fresh, lily","frozenset({'fresh', 'sweet', 'clean', 'green', 'lily', 'rose', 'herbal', 'floral', 'violet'})",9
SML0706,12,1,CCCC(=O)OCC1=CC=CC=C1,VONGZNXBKCOUHB-UHFFFAOYSA-N,"apricot, floral, fruity, plum, sweet, pineapple, apple, fresh, jasmine, tropical, waxy","frozenset({'jasmine', 'sweet', 'tropical', 'apricot', 'waxy', 'apple', 'floral', 'plum', 'fruity', 'pineapple', 'fresh'})",11
SML0707,14,1,CC(=CCCC1=CCC(CC1)C=O)C,MQBIZQLCHSZBOI-UHFFFAOYSA-N,"aldehydic, citrus, floral, marine","frozenset({'floral', 'aldehydic', 'marine', 'citrus'})",4
SML0709,9,1,CCCCCC1C(CC(=O)O1)C,LOQFOBUZYRBURV-UHFFFAOYSA-N,"buttery, coconut, metallic, plum, floral, waxy, lactonic","frozenset({'plum', 'lactonic', 'metallic', 'coconut', 'waxy', 'floral', 'buttery'})",7
SML0710,17,1,CCC(=O)OCC1=CC=CC=C1,VHOMAPWVLKRQAZ-UHFFFAOYSA-N,"floral, fruity, jasmine, sweet, banana","frozenset({'jasmine', 'sweet', 'banana', 'floral', 'fruity'})",5
SML0711,33,1,CC(CN)C1=CC=CC=C1,AXORVIZLPOGIRG-UHFFFAOYSA-N,,frozenset(),0
SML0713,13,1,CCCCCCCC1CC=CC(=O)O1,XPTXKXKPWKNYKB-UHFFFAOYSA-N,"buttery, coconut, creamy, dairy, waxy, fatty, lactonic","frozenset({'fatty', 'lactonic', 'coconut', 'dairy', 'waxy', 'creamy', 'buttery'})",7
SML0718,14,1,CC(CCC=C(C)C)CCOCC=O,LMETVDMCIJNNKH-UHFFFAOYSA-N,"citrus, floral, melon, rose, sweet, aldehydic, fresh, muguet, green, waxy","frozenset({'aldehydic', 'melon', 'sweet', 'citrus', 'waxy', 'muguet', 'green', 'rose', 'floral', 'fresh'})",10
SML0719,14,1,CC1=C2C(=CC=C1)C=CN2,KGWPHCDTOLQQEP-UHFFFAOYSA-N,,frozenset(),0
SML0721,21,1,C1=CC=C(C=C1)/C=C/C#N,ZWKNLRXFUTWSOY-QPJJXVBHSA-N,"spicy, cinnamon","frozenset({'spicy', 'cinnamon'})",2
SML0722,15,1,CCCCCCCCCCCC#N,VXCUURYYWGCLIH-UHFFFAOYSA-N,"dry, metallic, spicy, citrus","frozenset({'metallic', 'spicy', 'dry', 'citrus'})",4
SML0723,9,1,CC(C)C(=O)OCCOC1=CC=CC=C1,MJTPMXWJHPOWGH-UHFFFAOYSA-N,"floral, fruity, honey, sweet, rose, apple, powdery, green, tropical, waxy","frozenset({'sweet', 'tropical', 'powdery', 'waxy', 'green', 'honey', 'rose', 'apple', 'floral', 'fruity'})",10
SML0724,6,1,CC1=CC2=C(C=C1)NC=C2,YPKBCLZFIYBSHK-UHFFFAOYSA-N,,frozenset(),0
SML0726,30,1,CC(=O)OCC1=CC=C(C=C1)OC,HFNGYHHRRMSKEU-UHFFFAOYSA-N,"balsamic, cherry, coumarinic, floral, fruity, vanilla, sweet, plum, powdery","frozenset({'coumarinic', 'sweet', 'powdery', 'cherry', 'floral', 'plum', 'fruity', 'vanilla', 'balsamic'})",9
SML0727,44,1,CC(=CCC/C(=C/COC=O)/C)C,FQMZVFJYMPNUCT-YRNVUSSQSA-N,"fresh, fruity, green, leafy, rose, floral, apple, tropical, peach","frozenset({'peach', 'leafy', 'tropical', 'green', 'rose', 'apple', 'floral', 'fruity', 'fresh'})",9
SML0728,79,1,CC(=CCC/C(=C\COC(=O)C)/C)C,HIGQPQRQIQDZMP-FLIBITNWSA-N,"floral, fruity, sweet, rose, grapefruit, pear, tropical, soapy, citrus","frozenset({'pear', 'soapy', 'sweet', 'grapefruit', 'tropical', 'citrus', 'rose', 'floral', 'fruity'})",9
SML0729,13,1,CCCCC1CCCC(=O)O1,PXRBWNLUQYZAAX-UHFFFAOYSA-N,"coconut, fatty, oily, sweet, creamy, coumarinic, milky","frozenset({'fatty', 'coumarinic', 'oily', 'sweet', 'coconut', 'milky', 'creamy'})",7
SML0730,10,1,CCCCCCCCC1CCCC(=O)O1,RZZLMGATMUAJPX-UHFFFAOYSA-N,"buttery, creamy, dairy, fatty, musty, oily, milky","frozenset({'fatty', 'musty', 'oily', 'dairy', 'milky', 'creamy', 'buttery'})",7
SML0731,8,1,CCC(=O)OC/C=C(\C)/CCC=C(C)C,BYCHQEILESTMQU-FMIVXFBMSA-N,"fruity, grape, rose, sweet, vegetable, floral, honey, powdery, geranium, tropical, citrus, waxy","frozenset({'sweet', 'geranium', 'tropical', 'powdery', 'citrus', 'waxy', 'honey', 'rose', 'grape', 'floral', 'fruity', 'vegetable'})",12
SML0732,21,1,CC(=O)C1=CC=C(C=C1)OC,NTPLXRHDUXRPNE-UHFFFAOYSA-N,"floral, hay, sweet, vanilla, powdery, anisic, balsamic, hawthorn","frozenset({'anisic', 'sweet', 'powdery', 'hawthorn', 'floral', 'hay', 'vanilla', 'balsamic'})",8
SML0733,9,1,CC(C)CCCC(C)CC=O,UCSIFMPORANABL-UHFFFAOYSA-N,"citrus, fresh, green, lemon, aldehydic","frozenset({'aldehydic', 'citrus', 'lemon', 'green', 'fresh'})",5
SML0735,11,1,CN1C=CC2=CC=CC=C21,BLRHMMGNCXNXJL-UHFFFAOYSA-N,,frozenset(),0
SML0736,21,1,COC(=O)C1=CN=CC=C1,YNBADRVTZLEFNH-UHFFFAOYSA-N,"herbal, sweet, tobacco, warm","frozenset({'tobacco', 'warm', 'sweet', 'herbal'})",4
SML0737,5,1,CC1=C(C(=C(C(=C1C)[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C,MINYPECWDZURGR-UHFFFAOYSA-N,"sweet, powdery, musk, fatty","frozenset({'fatty', 'powdery', 'musk', 'sweet'})",4
SML0739,14,1,CC(C1CCCC(C1)(C)C)OC(=O)C,YWVSYRJWCROMKO-UHFFFAOYSA-N,"floral, rose, fruity, geranium, musk","frozenset({'geranium', 'rose', 'musk', 'floral', 'fruity'})",5
SML0741,4,1,CCCC(C)CC(=O)O,NZQMQVJXSRMTCJ-UHFFFAOYSA-N,"cheesy, fruity, sour","frozenset({'fruity', 'cheesy', 'sour'})",3
SML0744,2,1,CCCCCC(C)C(=O)O,NKBWMBRPILTCRD-UHFFFAOYSA-N,"cheesy, fatty, sour, green, waxy","frozenset({'fatty', 'cheesy', 'waxy', 'green', 'sour'})",5
SML0746,39,1,CCC(C)C1=C(C=CC=N1)OC,CHCKBDDEJDVRSJ-UHFFFAOYSA-N,,frozenset(),0
SML0747,46,1,CC(C)CC1=C(C=CC=N1)OC,ZBYPSGBBPAPHDG-UHFFFAOYSA-N,,frozenset(),0
SML0749,10,1,CCOC(=O)C(C)S,LXXNWCFBZHKFPT-UHFFFAOYSA-N,"fruity, sulfurous, meaty","frozenset({'meaty', 'fruity', 'sulfurous'})",3
SML0750,8,1,CC(=O)C1=CC2=CC=CC=C2C=C1,XSAYZAUNJMRRIR-UHFFFAOYSA-N,"orange, sweet, floral, honey, powdery, orangeflower","frozenset({'sweet', 'orange', 'honey', 'orangeflower', 'floral', 'powdery'})",6
SML0768,1,1,C[C@H]1CCC[C@@]2([C@@]1(CCCC2)O)C,JLPUXFOGCDVKGO-TUAOUCFPSA-N,"earthy, green, herbal, musty, fresh","frozenset({'musty', 'earthy', 'green', 'herbal', 'fresh'})",5
SML0770,1,1,CC1=CC2=C(C=C1)C(CC=C2)(C)C,RTUMCNDCAVLXEP-UHFFFAOYSA-N,"gasoline, woody","frozenset({'gasoline', 'woody'})",2
